segment_id,average_shap_value,reliability_shap_value,z_score,gene_symbol
chr12:106248243-106248639,-0.0014670243130082607,0.0014670243130082607,25.2632997976909,CKAP4
chr10:5446383-5448314,-0.0014670243130082607,0.0014670243130082607,25.2632997976909,NET1
chr6:31729189-31730420,-0.001419894267329902,0.001419894267329902,24.445456034533304,DDAH2
chr12:6958794-6959148,-0.001404184326777898,0.001404184326777898,24.172842742627825,EMG1
chr5:88888870-88890177,-0.0013413449726725423,0.0013413449726725423,23.082396656777423,MEF2C
chr3:151086630-151086721,-0.0013099255608866151,0.0013099255608866151,22.537178217004087,MED12L
chr2:69642594-69643073,-0.0013099255608866151,0.0013099255608866151,22.537178217004087,AAK1
chr1:32361459-32361500,-0.0012692701392059984,0.0012692701392059984,21.831688065626995,TSSK3
chr2:176140707-176140938,-0.0012627968116337514,0.0012627968116337514,21.71935695061029,HOXD3
chr2:181457803-181459256,-0.001231377912846098,0.001231377912846098,21.174147412853337,ITGA4
chr14:64540828-64540998,-0.0012261598406084688,0.0012261598406084688,21.083598639266842,HSPA2
chr1:155081147-155081579,-0.001215668549835931,0.001215668549835931,20.901544142983322,EFNA3
chr4:108167752-108168242,-0.0011842500079540389,0.0011842500079540389,20.356340798582362,LEF1
chr4:170026244-170026934,-0.0011842500079540389,0.0011842500079540389,20.356340798582362,MFAP3L
chr19:12610160-12610185,-0.0011685408339902538,0.0011685408339902538,20.083740809218494,CTD-2192J16
chr18:31498192-31498275,-0.0011543103566576576,0.0011543103566576576,19.836800519522072,DSG2
chr2:165793256-165793950,-0.0011371226933048792,0.0011371226933048792,19.538544426747336,GALNT3
chr4:184646959-184648385,-0.0011057048483994073,0.0011057048483994073,18.99335317692023,CASP3
chr2:212538427-212539299,-0.0011057048483989723,0.0011057048483989723,18.993353176912684,ERBB4
chr2:12716919-12717047,-0.0010428701518806957,0.0010428701518806957,17.902987913783527,TRIB2
chr17:45133133-45133497,-0.0010114533613931355,0.0010114533613931355,17.357814961182758,PLCD3
chr9:120843091-120843455,-0.0010114533613931355,0.0010114533613931355,17.357814961182758,PSMD5
chr3:50155592-50155617,-0.0009962471628582007,0.0009962471628582007,17.093943062606535,SEMA3F
chr19:12786375-12786425,-0.0009486210788443559,0.0009486210788443559,16.267491587465525,HOOK2
chr5:38556391-38556649,-0.0009329133102616042,0.0009329133102616042,15.99491598556185,LIFR
chr15:37098854-37100272,-0.0009244036670888659,0.0009244036670888659,15.847248855276925,MEIS2
chr10:122375206-122375287,-0.0009244036670888659,0.0009244036670888659,15.847248855276925,PLEKHA1
chr16:23754826-23754852,-0.0008812989063041349,0.0008812989063041349,15.099255526121722,CHP2
chr2:46543061-46543336,-0.0008700836383924641,0.0008700836383924641,14.90463791475129,RHOQ
chr7:69599513-69600019,-0.0008700836383924641,0.0008700836383924641,14.90463791475129,AUTS2
chr2:152098125-152098153,-0.000866930908390186,0.000866930908390186,14.84992885321378,ARL5A
chr3:44862657-44862782,-0.0008525630489271278,0.0008525630489271278,14.600604582832633,TMEM42
chr3:195904168-195904412,-0.0008386697530133447,0.0008386697530133447,14.359515374255695,TNK2
chr3:128486653-128486763,-0.0008386697529970682,0.0008386697529970682,14.35951537397325,GATA2
chr2:9003940-9003999,-0.0008072565987856455,0.0008072565987856455,13.814405521369888,MBOAT2
chr17:4795733-4795776,-0.0008072565987853287,0.0008072565987853287,13.81440552136439,PSMB6
chr5:140647037-140647100,-0.0007601384342919335,0.0007601384342919335,12.996767931421386,NDUFA2
chr1:2415742-2416176,-0.0007601384342913252,0.0007601384342913252,12.99676793141083,PLCH2
chr8:142682099-142684032,-0.0007601384342913251,0.0007601384342913251,12.996767931410828,PSCA
chr16:18800328-18801820,-0.0007444328495067303,0.0007444328495067303,12.724230224774958,ARL6IP1
chr15:32030460-32030684,-0.0007287275247480505,0.0007287275247480505,12.451697030347168,CHRNA7
chr11:67583653-67583692,-0.0007130224769734874,0.0007130224769734874,12.179168642401716,GSTP1
chr20:653833-653873,-0.0006973177246483937,0.0006973177246483937,11.906645381366339,SRXN1
chr12:54033299-54033363,-0.0006894654655042641,0.0006894654655042641,11.770385781459513,HOXC5
chr6:28398683-28400325,-0.0006816132879178713,0.0006816132879178713,11.63412759681731,ZSCAN12
chr7:97117373-97117734,-0.0006816132879178708,0.0006816132879178708,11.634127596817303,SDHAF3
chr5:112419828-112420024,-0.0006659091887993026,0.0006659091887993026,11.361615670820438,EPB41L4A
chr2:156335220-156335282,-0.0006659091887993026,0.0006659091887993026,11.361615670820438,NR4A2
chr12:117190987-117191014,-0.0006659091887987833,0.0006659091887987833,11.361615670811426,FBXO21
chrX:120250156-120251837,0.00066463689744862,0.00066463689744862,11.339537704820229,ZBTB33
chr17:63523092-63523187,-0.0006514326140551782,0.0006514326140551782,11.11040487320809,KCNH6
chr14:24334237-24334487,-0.0006502054514081162,0.0006502054514081162,11.089110021848748,ADCY4
chr8:103499485-103499686,-0.0006502054514081162,0.0006502054514081162,11.089110021848748,RIMS2
chr1:3067764-3067852,-0.0006502054514081162,0.0006502054514081162,11.089110021848748,PRDM16
chr9:125748314-125748674,-0.0006502054514081162,0.0006502054514081162,11.089110021848748,PBX3
chr1:2017808-2018889,-0.0006187991703260876,0.0006187991703260876,10.544119438088169,GABRD
chr10:70441166-70441181,-0.0006083399868914379,0.0006083399868914379,10.362622097768863,NODAL
chr6:7728200-7728371,-0.0005873946902656531,0.0005873946902656531,9.999160107305533,BMP6
chr12:122081213-122082207,-0.0005716932168865168,0.0005716932168865168,9.726693745546667,MLXIP
chr10:21526139-21526302,-0.0005652509341902305,0.0005652509341902305,9.614901349680705,MLLT10
chr16:67394640-67394829,-0.0005638426902385726,0.0005638426902385726,9.590464209502064,TPPP3
chr6:57172060-57173140,0.0005597773227036359,0.0005597773227036359,9.519918224758449,BAG2
chr8:96161021-96161058,0.0005569736277074724,0.0005569736277074724,9.471265938655078,GDF6
chr2:201262787-201263288,-0.0005559923113970743,0.0005559923113970743,9.454237238330427,CASP8
chr17:7022541-7022629,-0.0005559923113968553,0.0005559923113968553,9.454237238326627,BCL6B
chr11:62857344-62858408,0.0005492835910505411,0.0005492835910505411,9.337821372077617,NXF1
chr1:85048438-85048486,-0.0005481420866080679,0.0005481420866080679,9.31801294041887,MCOLN3
chr5:107671226-107672958,-0.0005402920224735767,0.0005402920224735767,9.181791430331753,EFNA5
chr3:132721768-132722117,-0.0005402920224735767,0.0005402920224735767,9.181791430331753,NPHP3
chr16:67390428-67390818,-0.0005402920224735767,0.0005402920224735767,9.181791430331753,TPPP3
chr1:109509533-109509701,-0.0005402920224735767,0.0005402920224735767,9.181791430331753,AMIGO1
chr2:218400782-218401083,-0.0005402920224735767,0.0005402920224735767,9.181791430331753,CTDSP1
chr5:80406984-80407120,0.0005339036156482697,0.0005339036156482697,9.070933937974393,ZFYVE16
chr2:9004117-9004167,-0.0005324421259785636,0.0005324421259785636,9.04557282927856,MBOAT2
chr5:77086714-77087470,-0.0005245924045189034,0.0005245924045189034,8.90935726559929,ZBED3
chr18:27142853-27144044,0.0005108339192095783,0.0005108339192095783,8.67060741423019,CHST9
chr21:14216008-14216587,-0.00050889351853023,0.00050889351853023,8.636935802611948,RBM11
chr3:30606825-30606891,-0.00050889351853023,0.00050889351853023,8.636935802611948,TGFBR2
chr9:68706091-68706800,-0.0005010443711375393,0.0005010443711375393,8.500730200669057,PIP5K1B
chr19:570872-571825,0.0004937577233234254,0.0004937577233234254,8.374285607133784,BSG
chr14:104796023-104796158,-0.0004931954331293548,0.0004931954331293548,8.36452823215809,AKT1
chr6:29632313-29633419,-0.0004931954331293548,0.0004931954331293548,8.36452823215809,GABBR1
chr11:36377389-36377438,-0.0004862667157496598,0.0004862667157496598,8.244294775684544,PRR5L
chrX:23906876-23908557,0.0004800748927987526,0.0004800748927987526,8.136848586951041,APOO
chr16:4273463-4273919,-0.0004774982257925276,0.0004774982257925276,8.092135898676633,TFAP4
chr7:73579034-73579200,-0.00047749822579252723,0.00047749822579252723,8.092135898676627,TBL2
chr1:15525931-15526145,-0.00047749822579252723,0.00047749822579252723,8.092135898676627,CASP9
chr5:139649110-139650726,0.00047575289558116074,0.00047575289558116074,8.061849328666531,CXXC5
chr20:51559786-51560772,0.00047238525088352676,0.00047238525088352676,8.003410870293566,NFATC2
chr4:122826179-122826518,-0.0004647291878666694,0.0004647291878666694,7.870555845466941,FGF2
chr17:76536831-76536891,-0.00046180198432615186,0.00046180198432615186,7.819760325864795,CYGB
chr8:42896153-42896295,-0.0004618019843261515,0.0004618019843261515,7.819760325864789,RNF170
chr1:155856843-155857661,-0.00046180198432614833,0.00046180198432614833,7.819760325864734,GON4L
chr4:177440902-177442179,-0.0004539542564894124,0.0004539542564894124,7.683579357358271,AGA
chr10:27742124-27743802,-0.0004539542564894124,0.0004539542564894124,7.683579357358271,MKX
chr16:1989980-1990193,0.0004517468853367981,0.0004517468853367981,7.645275029319639,SYNGR3
chr17:30235626-30235686,-0.0004503719140762492,0.0004503719140762492,7.621415267382738,SLC6A4
chr2:96870187-96870229,-0.00044610680864785055,0.00044610680864785055,7.5474032475847785,SEMA4C
chr8:9151220-9151990,-0.00044610680864785055,0.00044610680864785055,7.5474032475847785,PPP1R3B
chr9:27528529-27529640,-0.00044610680864785055,0.00044610680864785055,7.5474032475847785,MOB3B
chr18:48947694-48948275,-0.00044610680864785055,0.00044610680864785055,7.5474032475847785,SMAD7
chr19:50205485-50207217,-0.00044610680864785055,0.00044610680864785055,7.5474032475847785,MYH14
chr4:8159371-8159432,-0.00044087533954136776,0.00044087533954136776,7.456621999247198,ABLIM2
chr1:113931066-113931948,-0.00044087533954136776,0.00044087533954136776,7.456621999247198,HIPK1
chr8:11703949-11704092,-0.00043564400602762144,0.00043564400602762144,7.365843103839097,GATA4
chr6:4135806-4135847,-0.0004304128129492159,0.0004304128129492159,7.275066645393786,ECI2
chr2:12717487-12717799,-0.0004304128129492159,0.0004304128129492159,7.275066645393786,TRIB2
chr18:74291667-74292120,-0.0004304128129492127,0.0004304128129492127,7.27506664539373,CYB5A
chr7:29989169-29989189,-0.0004168755093372577,0.0004168755093372577,7.040154941624854,SCRN1
chr1:38005122-38005707,-0.0004147201283390938,0.0004147201283390938,7.002752794412717,SF3A3
chr11:69639464-69639738,-0.00041472012833909227,0.00041472012833909227,7.00275279441269,CCND1
chr22:45009731-45009781,-0.0004073062493746902,0.0004073062493746902,6.874100369307452,PHF21B
chr9:121074547-121074710,-0.00040687432407507254,0.00040687432407507254,6.866605205503601,CNTRL
chr13:49496346-49496385,-0.00040425914074176906,0.00040425914074176906,6.821224146608552,PHF11
chr13:33348280-33349813,-0.0003990289060988173,0.0003990289060988173,6.730464319813962,STARD13
chr2:226799105-226799189,-0.00039902890609692335,0.00039902890609692335,6.730464319781097,RHBDD1
