segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,gene_symbol
chr18:63777600-63778801,0.7158883460353768,0.7158883460353768,1.5436254825876496,9.551717941707812,0.0126953125,0.44726563150000004,-0.43457031900000004,U,0.0030621288743300362,SERPINB7
chr11:5688800-5692801,0.29817019868818306,0.29817019868818306,0.26922878207883305,3.9899370944647004,0.0,0.5029296937500001,-0.5029296937500001,U,0.003062128874329979,TRIM22
chr12:54979800-54986001,0.06276826594439609,0.06276826594439609,0.012289251896438117,0.8556371621943505,0.0,0.5224609445,-0.5224609445,U,0.003062128874329979,TESPA1
chr19:54662600-54664401,-0.050432215457814136,0.050432215457814136,0.007904552459482714,0.6913866747242218,0.524414064,0.0,0.524414064,M,-0.0023371180633381004,LILRB4
chr15:26866601-26868201,-0.046205349466268406,0.046205349466268406,0.006687604512826368,0.6351073331037045,0.5522460920833333,0.99414063,-0.44189453791666666,U,0.002178979090075933,GABRA5
chr3:32815600-32823601,-0.02111980197297914,0.02111980197297914,0.0014420381975921719,0.3011014526390021,0.6449291447545776,0.7571302727777561,-0.1122011280231785,U,0.0023079229046906917,TRIM71
chr5:176533000-176539401,0.018359116149213008,0.018359116149213008,0.0011002240659237906,0.264343821596662,0.44445190520280015,0.4701166240150354,-0.025664718812235254,U,0.0029660502808839155,RNF44
chr7:8260400-8263400,0.01796005786574561,0.01796005786574561,0.0010576809242136497,0.2590304907490128,0.21103842730767455,0.46547294240316384,-0.2544345150954893,U,0.002873348483818966,ICA1
chr8:142680000-142683001,-0.01755085363082791,0.01755085363082791,0.0009921093767816529,0.2535820698680201,0.4868697389515625,0.26914469453125,0.21772504442031249,M,-0.0023066292481991697,PSCA
chr22:32354201-32355001,0.01743489928036055,0.01743489928036055,0.0009968998522403058,0.25203817552280305,0.5130218211161617,0.31570095405555554,0.19732086706060614,M,-0.002882057206765277,RFPL3
chr10:13586401-13588601,-0.016676375373425752,0.016676375373425752,0.0008979762945726639,0.24193867717790715,0.6347872708839409,0.5759715714984943,0.05881569938544662,M,-0.002275078739355391,PRPF18
chr22:38466800-38469401,0.015312552356494069,0.015312552356494069,0.0007608474402804193,0.2237798186682353,0.8137399368700495,0.4985002806607143,0.31523965620933525,M,-0.0030610728531586745,KDELR3
chr6:89348800-89353801,-0.015007168092173033,0.015007168092173033,0.0007432734719323388,0.219713726823443,0.16479385048428014,0.1701677562873567,-0.005373905803076562,U,0.0021622287440797245,UBE2J1
chr1:212789600-212793401,0.013040020746663755,0.013040020746663755,0.0005483134943464256,0.19352180171930103,0.7032359120743273,0.5628920144778886,0.14034389759643873,M,-0.0030508827380992206,BATF3
chrX:101549800-101552600,0.012638878441600025,0.012638878441600025,0.0005237025497096459,0.18818072280402948,0.24329426968854156,0.4445158294605262,-0.20122155977198464,U,0.0028583554712608497,ARMCX1
chr1:226729200-226740601,-0.01241279337089344,0.01241279337089344,0.0004973180443720626,0.18517047385006588,0.5713488640091119,0.47721931879349155,0.09412954521562034,M,-0.002321852407652955,ITPKB
chr19:18097400-18099601,0.01151837722440439,0.01151837722440439,0.0004295512390598416,0.17326161467169482,0.1981900185131987,0.32086472907018027,-0.12267471055698156,U,0.0029193368869919125,MAST3
chr7:143378000-143386801,-0.011350016440906314,0.011350016440906314,0.00042237750628236254,0.17101994576879187,0.45462223782576616,0.588067385849933,-0.13344514802416685,U,0.0023139592179989006,ZYX
chrX:6224400-6229600,0.01104740604888194,0.01104740604888194,0.0003874249289379247,0.16699078712862628,0.34977213983333333,0.7294108032583334,-0.3796386634250001,U,0.003052459798683552,NLGN4X
chr20:31715800-31724601,-0.010310543673056147,0.010310543673056147,0.00036269585647928713,0.15717970500315762,0.37018231963681136,0.438483533395283,-0.06830121375847165,U,0.0019449667828088778,BCL2L1
chr4:105551800-105554600,-0.010287144477423613,0.010287144477423613,0.00034368245187963174,0.15686815234752985,0.7338216139833332,0.34212239866666666,0.39169921531666657,M,-0.002193928073974327,ARHGEF38
chr15:43104000-43107201,0.01013978001372548,0.01013978001372548,0.0003273147803035976,0.15490604259250573,0.0161132815,0.15909830543541664,-0.14298502393541665,U,0.0029384006772276428,UBR1
chr9:34664200-34667001,0.009660280994617068,0.009660280994617068,0.00028849662610954183,0.14852166959438362,0.7054166661268518,0.5912458789986257,0.11417078712822615,M,-0.003061019763586368,CCL27
chr5:55159600-55162201,0.009426406874228988,0.009426406874228988,0.0002835918044447882,0.14540771198516558,0.3302530373582565,0.4952964831342349,-0.1650434457759784,U,0.0028407635969819574,GPX8
chr6:32150000-32156000,-0.009014636715303158,0.009014636715303158,0.00025916834753295293,0.13992512666316279,0.46939659347046897,0.32330328425240945,0.14609330921805952,M,-0.0022729636929257756,PRRT1
chr20:63252600-63255201,-0.008702469114876328,0.008702469114876328,0.0002510458811227865,0.13576871691125245,0.4196177791218128,0.1978390864064783,0.2217786927153345,M,-0.0019793147284765016,NKAIN4
chr9:98117400-98120001,0.008483622668956933,0.008483622668956933,0.00022092904947415443,0.13285484788465726,0.9641113315000001,0.543359375,0.4207519565000001,M,-0.002922829362152108,TRIM14
chr18:49811000-49815201,0.007946978478885555,0.007946978478885555,0.00019454096177689106,0.12570960557934152,0.25796477627317194,0.372185116887621,-0.11422034061444908,U,0.002804188237647837,ACAA2
chr9:136655200-136671201,-0.007890811403791687,0.007890811403791687,0.00019810224698429006,0.12496175929953149,0.4317260559009741,0.22887856371866094,0.20284749218231318,M,-0.002184164674486106,EGFL7
chr9:97937200-97938201,0.0010253201217718297,0.007635688245851422,5.834833764001686e-05,0.12156487768801519,0.0,0.018554688,-0.018554688,U,0.005399246937667955,HEMGN
chr14:105166600-105169401,0.0010223369542170357,0.007619671896215926,5.809327744292001e-05,0.1213516252181113,0.24352061542908415,0.39125069286631464,-0.1477300774372305,U,0.005388748838153064,JAG2
chr1:115336800-115338801,0.007611620756249875,0.007611620756249875,0.00017522594717296941,0.12124442691622753,0.0453206386145833,0.6679687500833333,-0.6226481114687501,U,0.0028333113869600255,NGF
chr9:111034600-111040400,0.007556699869565894,0.007556699869565894,0.00018068219529379949,0.12051317322851383,0.22440049932685185,0.5909534767045455,-0.3665529773776936,U,0.002657589762284203,LPAR1
chr2:171893000-171895201,0.007493703324140456,0.007493703324140456,0.00017244859858729097,0.1196743947794213,0.1098795570472222,0.1442522315,-0.03437267445277779,U,0.002750980153064674,SLC25A12
chr12:92131000-92148601,-0.007079543708690159,0.007079543708690159,0.00015196150829669815,0.11415999462337907,0.28139667098359145,0.23718941941654154,0.04420725156704991,M,-0.002320800614020912,BTG1
chr12:4537000-4541001,0.0004818689996114265,0.007052322473644134,4.978409327522684e-05,0.11379755275993891,0.361897788,0.03125000056249995,0.33064778743750006,M,-0.00499331460185112,C12orf4
chr9:107282000-107287201,-0.00703744240115716,0.00703744240115716,0.00016287179404078745,0.11359942944954597,0.21644444802016674,0.22979162520494106,-0.013347177184774323,U,0.0019442837466915708,RAD23B
chr12:91108601-91112000,0.0012492389887250367,0.007011427230731352,4.937800878429053e-05,0.11325304594303347,0.042024739516666645,0.35823567316666666,-0.31621093365,U,0.004959475589749528,LUM
chr19:19211601-19212601,-0.007010972188437857,0.007010972188437857,0.00015358908367871205,0.11324698720335764,0.2881181610750727,0.17069056209115085,0.11742759898392185,M,-0.002171339391255343,NCAN
chr3:61249601-61252601,0.006956924877335229,0.006956924877335229,0.00013036966065647988,0.11252736488949695,0.3935673705492425,0.23602295153125002,0.1575444190179925,M,-0.003061100498434732,FHIT
chr11:64164200-64167201,0.006721002529439233,0.006721002529439233,0.00011912751633962286,0.10938613579926554,0.18831531601881613,0.25478549357506197,-0.06647017755624585,U,0.0030545000101338156,MACROD1
chr11:6925600-6928201,0.006698388347600438,0.006698388347600438,0.00011770646806501273,0.10908503534618288,0.0,0.0595703115,-0.0595703115,U,0.0030621288743299157,ZNF215
chr9:120918800-120935401,-0.006674661399986319,0.006674661399986319,0.00013847147688290045,0.10876911877985268,0.5036754353065994,0.6313043680754258,-0.12762893276882636,U,0.002275964637215532,TRAF1
chrX:120466600-120470000,0.006493205325588521,0.006493205325588521,0.00014525580791584794,0.10635309035108832,0.4199022728525213,0.5361775163285893,-0.11627524347606805,U,0.0022815341207920764,LAMP2
chr2:61534000-61540201,0.0003844068844068324,0.00646354845577634,4.191657717217553e-05,0.10595821880538676,0.24224000730691206,0.3286500668286084,-0.08641005952169636,U,0.004579033675344741,XPO1
chr3:189630200-189632800,-0.0001556546376630264,0.00645089018717392,4.177035421933152e-05,0.10578967808883113,0.3080304657038361,0.6405094613110547,-0.3324789956072186,U,0.004568230390059384,TP63
chrX:130107600-130112001,0.002141313556940097,0.006433827031020786,4.211135334450932e-05,0.10556248773167591,0.3832047382504873,0.5903437819443527,-0.20713904369386538,U,0.004533079954694513,ELF4
chr6:125789200-125792801,-0.006411979714905553,0.006411979714905553,0.00012183986764034798,0.10527159784550495,0.22651662545045045,0.18762733798019596,0.0388892874702545,M,-0.0022872619221917367,NCOA7
chr9:75085800-75091401,-0.006386579366729273,0.006386579366729273,0.00012326818868445277,0.10493340049665308,0.15963756520521283,0.2208428873238355,-0.061205322118622674,U,0.0023259807466621523,OSTF1
