segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,annotated_genes,avg_depth
chr2:53340066-53341854,0.015180272579307576,0.1413170263860572,0.026423560221709146,9.877864764529841,0.6183333333333333,0.9,-0.28166666666666673,U,-0.14527172229028065,CHAC2,21.177500000000002
chr9:107323287-107323618,-0.0068471654018107606,0.12073794292736968,0.03252212822183726,8.398918720316523,0.9483333333333333,0.8283333333333335,0.11999999999999977,M,0.12039392525616933,RAD23B,23.0125
chr14:30098780-30099032,0.03734339382723878,0.09028264607439727,0.019071021209325745,6.210204101588867,0.12666666666666668,0.27166666666666667,-0.145,U,-0.12088872192252888,PRKD1,18.73
chr12:48988023-48988067,0.028887550414852064,0.07116503916808675,0.006586049017480283,4.836289215356301,0.9533333333333333,0.84,0.11333333333333329,M,0.09444285915803544,WNT1,27.649999999999995
chr1:25789013-25789057,0.00019882893979206404,0.06967130346701951,0.01031752745856762,4.728939706296362,0.6683333333333334,0.8466666666666667,-0.17833333333333323,U,-0.07519365392672925,MAN1C1,18.415000000000003
chrX:120425855-120425867,0.006010691236503977,0.06911333870026154,0.008894953647837718,4.688840749204143,0.8416666666666668,0.9583333333333334,-0.11666666666666659,U,-0.06633074165296753,LAMP2,15.041666666666664
chr20:49929164-49929318,0.02330906195172031,0.06864018788819415,0.008531017720949491,4.654837071478254,0.053333333333333344,0.225,-0.17166666666666666,U,-0.10544587030991033,SPATA2,14.435
chr2:53266046-53268004,-0.0012429554971019458,0.06852866940510995,0.00869578071231642,4.646822631974903,0.42166666666666663,0.7999999999999999,-0.3783333333333333,U,-0.07948896189590489,CHAC2,20.0025
chr5:98809702-98810447,-0.009425281528183083,0.06109203099303807,0.00821522496631817,4.112377695014627,0.15833333333333333,0.585,-0.42666666666666664,U,-0.05477980396823189,RGMB,16.382500000000004
chr5:134173730-134174328,0.019422262856970976,0.06058964684297138,0.009293681592075732,4.076273120536945,0.8416666666666668,0.7216666666666667,0.1200000000000001,M,0.08470471424946742,TCF7,23.225000000000005
chr18:48928914-48928932,0.008734269706788917,0.05818626778518946,0.007675644073937467,3.9035507562301346,0.2883333333333333,0.5516666666666666,-0.26333333333333336,U,-0.0514795427230573,SMAD7,18.555833333333332
chr2:207745809-207745856,-0.008655934182412268,0.05556312878062067,0.006685889746429694,3.715035020725357,0.7666666666666666,0.9166666666666666,-0.15000000000000002,U,-0.06543824634398454,FZD5,11.605000000000002
chr3:185945634-185945703,-0.006057063157287475,0.05416246882979033,0.004267512692223772,3.614374537097547,0.9216666666666667,0.7883333333333334,0.1333333333333333,M,0.05507751630244528,TRA2B,19.405
chr9:78307207-78307542,0.0006622000288025448,0.05385099828913301,0.003980795414915773,3.591990249433868,0.39333333333333337,0.8433333333333334,-0.45,U,-0.051329429813308174,PSAT1,23.621666666666666
chr16:31205292-31205335,-0.010428918895986019,0.05348459970550264,0.004923321673325384,3.5656584773239324,0.635,0.8483333333333333,-0.21333333333333326,U,-0.0490220180064127,PYCARD,18.640833333333333
chr16:83814490-83814577,-0.0058465365700412775,0.05231601033328411,0.007302590589867775,3.481676086523009,0.11333333333333333,0.3216666666666667,-0.20833333333333337,U,-0.045507333639351145,MLYCD,16.465833333333332
chr1:64900995-64901472,0.00109688531819162,0.05067219546946628,0.003755507168222358,3.3635409181058686,0.75,0.8783333333333333,-0.1283333333333333,U,-0.04894125552558529,JAK1,23.26
chr12:46285906-46286089,0.0015057922927604812,0.048949239535784055,0.00474775253149945,3.239718160518602,0.8416666666666667,0.9583333333333334,-0.1166666666666667,U,-0.05968311179304594,SLC38A1,14.113333333333332
chr14:29925281-29925815,0.0011965997786947981,0.04825099009513998,0.00534901039876199,3.189537439390384,0.11833333333333335,0.33166666666666667,-0.21333333333333332,U,-0.04483439159735159,PRKD1,17.92833333333333
chr20:63884805-63884950,-0.0011996564372042582,0.04704766573879213,0.004232918205930855,3.103058767961754,0.8233333333333334,0.94,-0.11666666666666659,U,-0.051939989033758134,DNAJC5,16.2475
chr5:53483254-53483435,-0.005574567692314403,0.04648322843713725,0.003238713610395447,3.06249465264706,0.4283333333333333,0.8066666666666666,-0.37833333333333335,U,-0.04272183658172962,FST,19.06
chr12:26578759-26580512,0.01926403700244711,0.04512833510696108,0.007104920832386591,2.9651232544009853,0.7450000000000001,0.9416666666666668,-0.19666666666666666,U,-0.03399001728488298,ITPR2,23.815833333333334
