segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,gene_symbol
chr7:18807993-18808279,-1.3992559332539736,1.3992559332539736,5.880835668829169,36.877966106471966,0.99511718375,0.6942138653854165,0.3009033183645835,M,0.0019721369027596164,HDAC9
chr20:17613678-17682295,0.6032484762834556,0.6032484762834556,1.0941436419924686,15.881145517587587,0.7886254285731676,0.8236182066127484,-0.034992778039580785,U,-0.0015693595526225612,RRBP1
chr3:121894401-121944188,0.23705958490785994,0.23705958490785994,0.16952575462812425,6.221936440428623,0.6101293519458311,0.8509130037519733,-0.24078365180614225,U,-0.0017201036552841518,SLC15A2
chr1:81426456-81427605,-0.06766072746753915,0.06766072746753915,0.014053024208810098,1.7535895845170033,0.9819888151190476,0.7165288500652174,0.2654599650538302,M,0.001752341028751755,ADGRL2
chr19:15226919-15233435,0.04660337227262353,0.04660337227262353,0.006682676871442393,1.1981456559051242,0.8861942629460895,0.939086621592192,-0.05289235864610253,U,-0.0016189671152286602,EPHX3
chr14:35468272-35469330,-0.04075721539334505,0.04075721539334505,0.005159396959140183,1.0439376694675941,0.9731873614035088,0.5011311841041668,0.472056177299342,M,0.0019678085281790232,RPS3AP4
chr5:16067139-16180762,-0.03653376914090072,0.03653376914090072,0.0041795897214159565,0.9325330055378515,0.7754247422791354,0.5718132617360822,0.20361148054305322,M,0.0012981509049673524,MARCHF11
chr13:114107569-114108820,-0.027945857701530925,0.027945857701530925,0.002454443741685373,0.7060039270139628,0.943804730912088,0.8090821604688159,0.13472257044327218,M,0.0019403214195699873,RASA3
chr4:3758748-3763390,-0.022660341222443516,0.022660341222443516,0.0016254928714513027,0.5665843270351392,0.9230331491332734,0.6521242373452192,0.2709089117880542,M,0.0019276225591866097,LINC02600
chr1:95351251-95352676,-0.01953859139525358,0.01953859139525358,0.0012134742736423874,0.4842398458736825,0.988225762689394,0.5949626145692009,0.39326314812019314,M,0.0019651702663644743,LINC01650
chr13:40863599-40863902,0.019519485403445492,0.019519485403445492,0.0012074505302989511,0.48373587436103627,0.6551310184583334,0.9944661416666667,-0.33933512320833326,U,-0.0013505601573483325,TPTE2P5
chr13:96090107-96839562,-0.016381769704214143,0.016381769704214143,0.0008658927781903333,0.4009702507242634,0.8773612200249268,0.5416068893802042,0.3357543306447226,M,0.001663873301786147,HS6ST3
chr2:218959666-218962155,-0.016103323572573353,0.016103323572573353,0.0008332138181423204,0.39362549105080336,0.1897944403428497,0.29189148423427846,-0.10209704389142876,U,-0.0018014881557786176,CDK5R2
chr1:243267257-243268119,-0.01467546375311588,0.01467546375311588,0.000715798956154851,0.3559618784895258,0.9622288564125,0.6851689754303031,0.2770598809821969,M,0.0011300058279512001,SDCCAG8
chr10:87659613-87747705,0.01388972245682566,0.01388972245682566,0.0006112924148442076,0.3352358552808083,0.6827838317270444,0.8271282665779855,-0.14434443485094117,U,-0.0017257946167587666,PAPSS2
chr19:57231009-57235548,0.013369156489980858,0.013369156489980858,0.0005702633301015299,0.32150453892842357,0.721174106598073,0.8784928312938449,-0.1573187246957719,U,-0.0015714184654591133,AURKC
chr22:38685543-38701556,-0.012289031447256278,0.012289031447256278,0.000484391016527621,0.29301335893123787,0.5343113155756124,0.6820599412135898,-0.14774862563797742,U,-0.0019712408159596176,JOSD1
chr5:37106228-37249376,0.01151736587304609,0.01151736587304609,0.00042111638773522026,0.2726586204492969,0.8866965943320864,0.9057771459680204,-0.01908055163593403,U,-0.001717863946582446,CPLANE1
chr2:27309492-27325680,0.011381452022278122,0.011381452022278122,0.00041705425848768306,0.26907352998923967,0.656501961428607,0.7114100901345226,-0.05490812870591566,U,-0.0014698088200890305,MPV17
chr16:75111860-75116780,0.011367074763348833,0.011367074763348833,0.0004142707513288781,0.2686942914235017,0.8867354920326207,0.9440488821084099,-0.05731339007578917,U,-0.0015428676219210163,LDHD
chr4:25160663-25279204,0.01123058335010765,0.01123058335010765,0.00040932666580034374,0.2650939662121582,0.7372873723272064,0.8513030388698113,-0.11401566654260487,U,-0.0013365196354770152,SEPSECS-AS1
chr21:27420380-27421023,-0.011075369930784926,0.011075369930784926,0.0004215029174426568,0.26099979813625884,0.9520498707298137,0.8287199312160087,0.123329939513805,M,0.0010662551521323804,RPL10P1
chr6:15522807-15663058,0.01043680845500606,0.01043680845500606,0.0003488503472490611,0.2441560353995001,0.788706346478959,0.8809916751195401,-0.09228532864058114,U,-0.0015727821804725809,DTNBP1
chr6:45328157-45664349,-0.01019827508727546,0.01019827508727546,0.0003354052426546701,0.23786408136961812,0.41938758576077245,0.6541115460206184,-0.23472396025984593,U,-0.0018915204967256314,SUPT3H
chr8:126552443-126558478,-0.010134505355993442,0.010134505355993442,0.0003287518288192141,0.23618198455632214,0.207904086072836,0.5184325260820235,-0.3105284400091875,U,-0.0019696486690390516,LRATD2
chrX:18890296-18894974,-0.00986415284349855,0.00986415284349855,0.00031130226266533887,0.22905071568327237,0.9491181666961882,0.8287441210893218,0.12037404560686638,M,0.0019562397740892565,PHKA2-AS1
chr1:53226900-53238518,-0.009774016481292159,0.009774016481292159,0.0003056686720771601,0.22667312862776268,0.7089347870859698,0.7807016466449618,-0.07176685955899198,U,-0.001961677783645884,MAGOH
chr2:222199887-222298998,-0.008432529011220043,0.008432529011220043,0.00023614956616661067,0.19128781724068125,0.2987204332340243,0.5707223999371331,-0.27200196670310883,U,-0.0015697009498094902,PAX3
chr20:4220630-4249287,-0.007537619863061938,0.007537619863061938,0.00020003230497640895,0.1676822006567112,0.3989863968269428,0.6342233639594841,-0.23523696713254127,U,-0.0012232760968206408,ADRA1D
chr2:120211054-120211715,-0.007506243293015019,0.007506243293015019,0.00018394795463148408,0.16685455990259435,0.9926234655357142,0.8906453459895833,0.1019781195461309,M,0.0019743333083250447,MTATP6P26
chr4:101023409-101348278,0.007363945851211996,0.007363945851211996,0.00016920415266212947,0.16310108519625632,0.8035976877429492,0.8221662816351578,-0.018568593892208662,U,-0.0017227740335238237,PPP3CA
chr1:173714941-173786692,0.007253329749492164,0.007253329749492164,0.00016627852726995001,0.16018329036693085,0.8798950211600328,0.898279760802405,-0.018384739642372194,U,-0.0016126428367305486,KLHL20
chr12:108129288-108250537,-0.007145983944030591,0.007145983944030591,0.00018136213183290583,0.15735175832723866,0.8188772032105405,0.5210700464454501,0.2978071567650904,M,0.0012422277858684214,WSCD2
chr1:68045886-68051717,0.006829147099392434,0.006829147099392434,0.00014736727738926355,0.14899434116417054,0.44054031423692497,0.7156688321141054,-0.2751285178771804,U,-0.0015798449537856632,GNG12-AS1
chr14:52857268-52952435,-0.0066243125532899775,0.0066243125532899775,0.00014419269606351,0.14359128347010405,0.7915213459519055,0.8727347776938972,-0.08121343174199169,U,-0.0018888152453115582,FERMT2
chr5:6713432-6757044,0.006526459165083894,0.006526459165083894,0.00014290924936574727,0.14101013926324307,0.7460306508304554,0.7137136532783804,0.032316997552074955,M,0.0017124913001229838,TENT4A
chr20:21705659-21718481,-0.006515826426889705,0.006515826426889705,0.00014161585468904235,0.14072967242304332,0.29639972670700077,0.5365321404651273,-0.24013241375812655,U,-0.0018112771961001752,PAX1
chr7:876554-896436,-0.006453100801396098,0.006453100801396098,0.00014201389227675972,0.1390751166858053,0.8339949481384412,0.8892527100624577,-0.055257761924016435,U,-0.0017210018518976264,SUN1
chr5:72816312-72916733,0.006341014521646714,0.006341014521646714,0.00013757064905991725,0.13611854198821366,0.7752077916283185,0.7186414550356689,0.056566336592649646,M,0.0016265217751846026,TNPO1-DT
chr14:35534164-35537054,-0.006320088550787293,0.006320088550787293,0.00013756542678190574,0.1355665636720108,0.15644367351220334,0.4849904183379762,-0.32854674482577284,U,-0.0013793729440826758,INSM2
chr6:43605316-43629264,-0.006234141531910943,0.006234141531910943,0.00013339972053073645,0.13329948172485886,0.8400905921963717,0.802186939168917,0.03790365302745469,M,0.0014384511314204798,POLH
chr1:1541673-1574863,-0.005992610607929193,0.005992610607929193,0.0001133274312172321,0.1269284591507574,0.848666812370236,0.8980597177039817,-0.04939290533374574,U,-0.001973080033222111,SSU72
chr2:86440647-86492716,-0.005987685756098284,0.005987685756098284,0.00011282151313167895,0.1267985530432016,0.7224038487416389,0.7767375452195572,-0.0543336964779183,U,-0.0017402948112467292,KDM3A
chr18:23506184-23586506,-0.005936216952459937,0.005936216952459937,0.00010649968778474102,0.12544092601790738,0.9056131725760841,0.8857898818762884,0.019823290699795715,M,0.0019239097013339177,RMC1
chr4:165327667-165343164,-0.005658394919170658,0.005658394919170658,0.00011268902135764579,0.11811262860369094,0.6955766557433386,0.6189658255427042,0.07661083020063442,M,0.0015984085260000295,MSMO1
chr5:134114681-134151865,-0.005630657252201737,0.005630657252201737,9.291292816266193e-05,0.11738097362759663,0.7187485176789112,0.7714756869319018,-0.05272716925299059,U,-0.001974779601849475,TCF7
chr5:129748094-129766732,-0.0055036491023432894,0.0055036491023432894,9.334418480429885e-05,0.11403079479126604,0.9159626675921626,0.6981002785061821,0.21786238908598055,M,0.0017517441054356478,MINAR2
chr5:181301967-181302070,0.005445370823082729,0.005445370823082729,9.74410100509115e-05,0.11249354967735725,0.375732420375,0.99609375,-0.620361329625,U,-0.001721812571704607,RNU6-705P
chrX:154295795-154330350,-0.005391186526574823,0.005391186526574823,9.400246563788743e-05,0.11106429428213604,0.6688403846824127,0.8077568622414153,-0.1389164775590026,U,-0.0018220508508259242,TEX28
chr5:176526712-176538025,0.005388900838067312,0.005388900838067312,9.128149736204155e-05,0.11100400314906435,0.5557471548433763,0.6640978240022917,-0.10835066915891534,U,-0.0014581590508308982,RNF44
chr12:81257975-81759553,-0.005303990815880774,0.005303990815880774,8.916694104287559e-05,0.10876427475652624,0.3401101981250364,0.6928679058501024,-0.352757707725066,U,-0.0018661413247795823,ACSS3
chr21:37073226-37203112,0.005277841275402899,0.005277841275402899,9.647968449736068e-05,0.10807451085408074,0.8880843850629889,0.8413334898286067,0.04675089523438225,M,0.0015610570107921432,TTC3
chr14:105910410-105910427,-0.00034534089489824706,0.005224477335010741,2.7759438691192896e-05,0.1066668945402909,0.9960937475,0.0,0.9960937475,M,0.0036951360268105355,FAM30A
