segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,gene_symbol
chr9:14530400-14532201,0.4999871641085832,0.4999871641085832,0.752243187494855,31.06548692549372,0.9951172,0.49511719,0.50000001,M,NFIB
chr7:23104601-23109001,0.1801238646865593,0.1801238646865593,0.09848890662407822,11.15055223072023,0.26331988026597025,0.2866089089363743,-0.023289028670404055,U,FAM126A
chr11:118262200-118266401,0.08778252673152835,0.08778252673152835,0.023492057433539038,5.401309606369843,0.04589843766666665,0.2034505186041666,-0.15755208093749995,U,MPZL2
chr4:88230600-88232200,-0.06825937901378096,0.06825937901378096,0.014458074154050714,4.185783434602402,0.5049804689999999,0.9928385433333333,-0.4878580743333334,U,ABCG2
chr7:124761600-124766800,0.06819506219375979,0.06819506219375979,0.014236566290139769,4.181779019988998,0.2480577378927353,0.4561985121667054,-0.20814077427397012,U,GPR37
chr9:137053400-137054801,0.05609721636226873,0.05609721636226873,0.009785915613729284,3.428557846703642,0.9406027089375756,0.7521660275518638,0.1884366813857118,M,ENTPD2
chr2:189439601-189443001,0.04395810973414442,0.04395810973414442,0.006070004019451128,2.6727677445293185,0.9943033894444445,0.712658105952381,0.2816452834920635,M,COL5A2
chrX:2828200-2831200,-0.040316450046963964,0.040316450046963964,0.005156037294057503,2.446035215408804,0.48730468650000003,0.9960937400000001,-0.5087890535,U,GYG2
chr4:2364000-2365601,-0.04022943818273216,0.04022943818273216,0.005163947872463274,2.440617789911793,0.4766845675,0.98925782,-0.5125732525,U,ZFYVE28
chr9:73151200-73157001,-0.03857322495406797,0.03857322495406797,0.004700577527466921,2.3375006822315227,0.4975586,0.994140625,-0.496582025,U,ANXA1
chr1:109493600-109495401,0.03207842033729327,0.03207842033729327,0.0032685094416302646,1.933129158420887,0.995605465,0.95117187,0.04443359499999999,M,CYB561D1
chr11:8909800-8915001,-0.03029995399725977,0.03029995399725977,0.002924968207891907,1.822400478129592,0.2385856253522179,0.2630525460860026,-0.024466920733784703,U,ST5
chr6:142146201-142149601,0.02894546844913766,0.02894546844913766,0.002616237960074419,1.7380691675834687,0.20529513892592588,0.16847975110494362,0.03681538782098226,M,NMBR
chr13:97975000-97980001,0.024923491970055316,0.024923491970055316,0.0019984902290967684,1.4876578228947481,0.269842550922067,0.30182842124422266,-0.03198587032215566,U,IPO5
chr20:58513801-58517400,0.024871536022879937,0.024871536022879937,0.0019495285593528586,1.4844230057185595,0.9330944380947706,0.7705614925032886,0.1625329455914819,M,APCDD1L
chr3:71752400-71756201,0.0243527266594593,0.0243527266594593,0.0018640027834552775,1.4521215362776188,0.5503692365550945,0.6790942629262566,-0.12872502637116212,U,EIF4E3
chr6:99565601-99569600,-0.024007872513565842,0.024007872513565842,0.0018708752139708262,1.4306506522871771,0.8295681461111111,0.9946831511111112,-0.1651150050000001,U,CCNC
chr8:94258800-94263001,-0.02273014652843465,0.02273014652843465,0.0016569656539157092,1.3510984510884712,0.565429705,0.0,0.565429705,M,GEM
chr5:147506800-147510601,0.022610165708481515,0.022610165708481515,0.0016545845315792682,1.3436283530862632,0.1380153837237723,0.1981415018509241,-0.060126118127151795,U,DPYSL3
chr17:82696800-82699801,0.0217058176870898,0.0217058176870898,0.0014828499403794979,1.2873229506849662,0.3085933284307068,0.5133184736838963,-0.20472514525318947,U,RAB40B
chrX:120603201-120606400,0.01937357485651631,0.01937357485651631,0.0011845698353614637,1.1421157207615864,0.9888102179166667,0.6253255124999999,0.3634847054166668,M,MCTS1
chrX:70444600-70445601,0.016706879200950903,0.016706879200950903,0.0008852957721106072,0.9760852010758864,0.197181372430147,0.3760626726336207,-0.1788813002034737,U,DLG3
chrX:103584600-103587201,-0.012879506030224244,0.012879506030224244,0.0005601106230031187,0.737790007831527,0.194091799625,0.31205240939583323,-0.11796060977083322,U,TCEAL4
chr6:68633000-68641001,-0.012562724372144196,0.012562724372144196,0.0005060519249112704,0.7180669384935765,0.25556777419019605,0.42706685804472566,-0.1714990838545296,U,ADGRB3
chr20:46682800-46684801,-0.012280625177836686,0.012280625177836686,0.0005005794465562452,0.7005032259881603,0.8212310332810588,0.933482400496296,-0.11225136721523721,U,SLC13A3
chr9:137457800-137460601,0.012029818474257943,0.012029818474257943,0.0004688634892727218,0.684887807989886,0.2327483360377104,0.37205976877243796,-0.13931143273472757,U,NSMF
chr9:14991401-14994401,0.012011664247739294,0.012011664247739294,0.00045764804233574933,0.6837575119033819,0.1851806625,0.07522786409999994,0.10995279840000007,M,FREM1
chr4:10018400-10021801,0.010935956633670092,0.010935956633670092,0.00038224933735307373,0.6167831296483112,0.9917643229166666,0.4554733996428572,0.5362909232738093,M,SLC2A9
chr1:89196800-89200401,0.010666533880525474,0.010666533880525474,0.0003609603501945695,0.6000086621059066,0.9926060235714287,0.8729284992234849,0.11967752434794376,M,GBP4
chr7:150977000-150979601,0.009644254549446658,0.009644254549446658,0.00029496854276960704,0.5363607657857027,0.19161047594046232,0.399784110634537,-0.20817363469407468,U,KCNH2
chr11:126281800-126285001,0.009576550071274321,0.009576550071274321,0.00029780366612962083,0.5321454329738978,0.4158089572899887,0.43017213322039416,-0.01436317593040548,U,TIRAP
chrX:155017201-155023201,-0.009482589877450771,0.009482589877450771,0.000314878927366996,0.5262953991398024,0.7832031233333334,0.98828125,-0.20507812666666658,U,F8
chr3:113695000-113699800,-0.009226917033908407,0.009226917033908407,0.0002847918353652488,0.5103770115299275,0.3470923397470139,0.3217130106951121,0.025379329051901822,M,USF3
chr6:30646000-30648801,-0.008499018397155184,0.008499018397155184,0.0002646547039780869,0.4650574833391388,0.41593082424089634,0.526873101494213,-0.11094227725331662,U,C6orf136
chr3:57077400-57080001,-0.008477229619800087,0.008477229619800087,0.00021698013299368152,0.46370089732602077,0.3374348943333333,0.686132811125,-0.34869791679166673,U,ARHGEF3
chr22:30254200-30258601,0.008265734420095514,0.008265734420095514,0.000218762862731089,0.450533043752368,0.8801994178224205,0.6963548300474799,0.18384458777494062,M,LIF
chr22:38392200-38401401,0.007835843680343518,0.007835843680343518,0.00019949941706907568,0.42376771611547254,0.3602645272298859,0.3155369519610331,0.04472757526885279,M,CSNK1E
chr19:30224401-30229801,0.007714076304438411,0.007714076304438411,0.00018424309038296923,0.41618638576752087,0.18023673084676675,0.29532477601764173,-0.11508804517087498,U,ZNF536
chr2:98606600-98610601,-0.007652066648485711,0.007652066648485711,0.00018661384676461277,0.41232561696105,0.30907633254374994,0.33360215235902246,-0.02452581981527252,U,COA5
chr2:165951600-165955001,-0.007569406079698904,0.007569406079698904,0.0001713533602192791,0.407179106460481,0.3402644002030279,0.3828068483359953,-0.042542448132967425,U,TTC21B
chr4:1854000-1857801,-0.007228506885857844,0.007228506885857844,0.00016684112184648097,0.38595446082244445,0.5954305264099953,0.4822528412231398,0.11317768518685545,M,LETM1
chr11:2398400-2402401,0.007208593350279841,0.007208593350279841,0.0001622349557060097,0.384714628802658,0.2509757796442307,0.34015443906758275,-0.08917865942335207,U,TSSC4
chr3:124584200-124586601,0.007150569065109891,0.007150569065109891,0.00015603424565584787,0.381101992242107,0.27339795388248905,0.5273980029288721,-0.254000049046383,U,KALRN
chr12:68609600-68615401,0.007141996917041486,0.007141996917041486,0.00015954974967125946,0.38056828371948287,0.9124870761869894,0.8640942028967014,0.048392873290288074,M,RAP1B
chr10:98414000-98415801,-0.007110362497332288,0.007110362497332288,0.0001524037274115072,0.37859870045139893,0.8060934865991302,0.6952694848357144,0.11082400176341578,M,PYROXD2
chr8:120123600-120127801,0.00708343213542397,0.00708343213542397,0.00015730521884345795,0.3769219954349752,0.2803243902562268,0.4980512228562931,-0.2177268326000663,U,COL14A1
chrX:138708401-138712801,-0.001189596169467668,0.006782997987893436,4.658033652316987e-05,0.35821673465963233,0.0,0.996093745,-0.996093745,U,FGF13
chr12:66678800-66679001,-0.0011909695267516484,0.00677939683398404,4.65357872502596e-05,0.35799252405134735,0.99316407,0.0374348963333333,0.9557291736666667,M,GRIP1
chr2:195656200-195661001,-0.0067511189123999225,0.0067511189123999225,0.00012789666957774742,0.35623191893450773,0.2145171544836361,0.2390195499758526,-0.0245023954922165,U,SLC39A10
