segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,gene_symbol
chr11:126281800-126285001,-0.0880101585349681,0.0880101585349681,0.024708754879441654,1.9103767645908403,0.4158089572899887,0.43017213322039416,-0.01436317593040548,U,-0.013274965219398183,TIRAP
chr10:1043200-1051401,0.07542779900389887,0.07542779900389887,0.019003159087806462,1.6504298788504195,0.30266902430075093,0.3222397748056406,-0.019570750504889656,U,-0.01834285007955829,IDI1
chr2:195656200-195661001,0.05622629189574717,0.05622629189574717,0.008888961406065477,1.2537338567758995,0.2145171544836361,0.2390195499758526,-0.0245023954922165,U,-0.022341075860554276,SLC39A10
chr8:23066400-23072401,-0.05109797640044786,0.05109797640044786,0.00809593981947729,1.147784758849899,0.5786688595359337,0.5278656212077233,0.05080323832821043,M,0.01332371842565017,TNFRSF10B
chr4:107930401-107933401,-0.04926042587131129,0.04926042587131129,0.007845085220396354,1.109821645789886,0.2637576475472441,0.34253923672830006,-0.07878158918105593,U,-0.011314846669561071,CYP2U1
chr17:73191400-73194801,-0.04923092722410103,0.04923092722410103,0.007322571523141898,1.1092122146687255,0.3387774472594751,0.299424955964409,0.03935249129506613,M,0.014217256088528656,SLC39A11
chr3:184298200-184300601,0.008493924716108584,0.04777264134113795,0.0022876264313467245,1.0790845686688295,0.27628807474634204,0.28687243615310204,-0.010584361406760001,U,-0.034191229842463436,PSMD2
chr5:150288600-150289801,0.04636092544232979,0.04636092544232979,0.005946416095853003,1.0499190412858876,0.8608794197614622,0.7043399960256151,0.15653942373584706,M,0.0212217491172441,CAMK2A
chr19:5902200-5906601,0.04498393720365242,0.04498393720365242,0.004837014430215875,1.0214709744935258,0.30243956328445887,0.3338399892924672,-0.03140042600800835,U,-0.02225073307579912,NDUFA11
chr16:89921200-89927400,0.0013445343873169525,0.04407578123879358,0.0021271402686301347,1.0027088087607219,0.22007918642117963,0.3024318501079083,-0.08235266368672867,U,-0.030242343210982615,TUBB3
chr17:6995400-6996401,-0.043059837262529654,0.043059837262529654,0.00718958338136317,0.9817197826512364,0.9487267827463072,0.8522874823866528,0.09643930035965442,M,0.010356828673272013,ALOX12
chr11:89489801-89492201,0.004044573870961276,0.042187210838931344,0.0019377395825518487,0.9636916440760301,0.20935607428461625,0.30123585866132685,-0.0918797843767106,U,-0.02899130382722307,NOX4
