segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,annotated_genes,avg_depth
chr6:117723351-117724232,-0.003654215430263001,0.07644270331706542,0.006201270684887957,6.581188563362464,0.03833333333333333,0.32,-0.2816666666666667,U,0.07276393315976648,NUS1,14.213333333333333
chr18:20938413-20938765,-0.00030634397891042553,0.0693231174426628,0.005245651853399568,5.942767188684853,0.2316666666666667,0.8583333333333333,-0.6266666666666666,U,0.06518428724715312,ROCK1,12.141666666666666
chr18:20936197-20936213,-0.00399367900985137,0.06287757483776601,0.004891019999896765,5.364788041729682,0.15,0.8766666666666666,-0.7266666666666666,U,0.05989599887047368,ROCK1,10.718333333333334
chr18:20937349-20937849,-0.0014035047979865632,0.06269609091199992,0.0048190642633309045,5.348514171393199,0.36666666666666664,0.8649999999999999,-0.49833333333333324,U,0.057389701795442734,ROCK1,11.899166666666666
chr7:17208672-17208734,-0.002303402741171405,0.060816403918895506,0.004277058938291338,5.1799604977285725,0.38833333333333325,0.9149999999999999,-0.5266666666666666,U,0.059215229958895894,AHR,21.945833333333336
chr5:1454346-1455613,-0.0013422667494994052,0.05960172769248916,0.004510048104210353,5.071039096971451,0.04666666666666667,0.425,-0.3783333333333333,U,0.05627848004822065,NDUFS6,25.44333333333333
chr10:94678459-94679384,0.0025486363411900263,0.05866728984169816,0.003823980241923904,4.98724699055166,0.16333333333333333,0.8683333333333332,-0.7049999999999998,U,0.05393554901043315,HELLS,14.762500000000003
chr7:16905695-16905819,0.0023338191411440175,0.05812581890671281,0.0038113652350313097,4.93869267506764,0.06000000000000002,0.8550000000000001,-0.795,U,0.05255939361355231,AHR,19.356666666666666
chr14:30128807-30128818,-0.006313101706141285,0.05680651715529585,0.004294341466627685,4.820389384312703,0.23333333333333336,0.7416666666666667,-0.5083333333333333,U,0.0543054700101793,PRKD1,18.091666666666665
chr18:20941841-20943061,-0.008444213924364967,0.04803805515794023,0.003660059115634317,4.034111409594142,0.8016666666666667,0.9499999999999998,-0.1483333333333331,U,0.04378857321838473,ROCK1,14.491666666666669
