segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,gene_symbol
chr12:7444000-7444201,-0.09534623803778858,0.09534623803778858,0.0276711756546397,17.845409411017876,0.026367188,0.150634766375,-0.124267578375,U,-0.0018921375136210325,CD163L1
chr2:169360800-169365401,-0.04738184661106957,0.04738184661106957,0.006926674089864313,8.87496785540084,0.18976330386284684,0.3643480509860636,-0.17458474712321675,U,-0.0016071998902040057,LRP2
chr20:17530600-17532001,-0.03302933829549975,0.03302933829549975,0.0033953206436255247,6.190719537186879,0.2546581405011473,0.6072611870807718,-0.3526030465796245,U,-0.001776615580519803,BFSP1
chr12:57631600-57633801,-0.026545301425694508,0.026545301425694508,0.002204776269232952,4.97805589120027,0.19019190437894729,0.2278553217732041,-0.037663417394256826,U,-0.0018740561518730916,B4GALNT1
chr1:26177200-26178801,-0.024996189821157762,0.024996189821157762,0.0019578499281412316,4.688336482733347,0.911559687914367,0.8448550589146616,0.06670462899970542,M,0.0018916799359366856,CNKSR1
chr13:42270401-42274401,0.020083932476209862,0.020083932476209862,0.0013133138072713992,3.7696316663420193,0.3459326808402029,0.22545120664345886,0.12048147419674404,M,0.0028967715821208388,AKAP11
chr9:136994600-136998401,0.01975759741952334,0.01975759741952334,0.0012969168390561836,3.708599524236601,0.7986794438937548,0.6975634453538568,0.10111599853989794,M,0.0024067073666462803,CLIC3
chr10:22710200-22715401,-0.019241339631283747,0.019241339631283747,0.0011726267347779437,3.612047474282818,0.31090964431459994,0.535284131884464,-0.22437448756986406,U,-0.00173256200778089,PIP4K2A
chr8:55878600-55882601,-0.019227767792618315,0.019227767792618315,0.0012061990884686818,3.6095092290986477,0.19509072838696634,0.33778279669804456,-0.14269206831107822,U,-0.0017787077060153213,LYN
chr11:94400801-94402001,-0.01706962125771176,0.01706962125771176,0.0009237235513222138,3.205886316684246,0.22831151862774746,0.5280065699290021,-0.2996950513012546,U,-0.0018301106046601516,ANKRD49
chr18:23583800-23587801,0.01656599021149944,0.01656599021149944,0.0009199244136651489,3.1116957571616832,0.319524658757457,0.3491344694053551,-0.029609810647898083,U,-0.0023976902310377597,NPC1
chr18:43115400-43115801,0.01547973622919004,0.01547973622919004,0.0007823028061283263,2.9085413425424527,0.1155190468946078,0.1532135009127604,-0.03769445401815259,U,-0.0029097867615940037,RIT2
chr16:67665200-67668401,0.01294482230342421,0.01294482230342421,0.0005439454597562579,2.434454284556036,0.2865891972193223,0.3712566510175488,-0.08466745379822649,U,-0.0028926666132321442,ENKD1
chr4:1792800-1798200,-0.01255412769430846,0.01255412769430846,0.000501272185393911,2.3613854296635055,0.34587972227836783,0.44631322948364804,-0.10043350720528021,U,-0.0018702235888040128,FGFR3
