segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,gene_symbol
chr18:63777600-63778801,0.7148055874774782,0.7148055874774782,1.5389685509604223,9.540003620165455,0.0126953125,0.44726563150000004,-0.43457031900000004,U,SERPINB7
chr11:5688800-5692801,0.29771835049087914,0.29771835049087914,0.2684170808414168,3.9850597642088235,0.0,0.5029296937500001,-0.5029296937500001,U,TRIM22
chr12:54979800-54986001,0.06267213097785392,0.06267213097785392,0.012252336246849783,0.8546150102935547,0.0,0.5224609445,-0.5224609445,U,TESPA1
chr19:54662600-54664401,-0.05044341511217935,0.05044341511217935,0.007907960375245689,0.6917478112033774,0.524414064,0.0,0.524414064,M,LILRB4
chr15:26866601-26868201,-0.046200041140715416,0.046200041140715416,0.0066861635153586865,0.6352327657140636,0.5522460920833333,0.99414063,-0.44189453791666666,U,GABRA5
chr3:32815600-32823601,-0.02111668747914404,0.02111668747914404,0.001441651771081144,0.3011620750935063,0.6449291447545776,0.7571302727777561,-0.1122011280231785,U,TRIM71
chr5:176533000-176539401,0.018333950056298395,0.018333950056298395,0.0010973299060884573,0.26410040362770293,0.44445190520280015,0.4701166240150354,-0.025664718812235254,U,RNF44
chr7:8260400-8263400,0.01796011109043768,0.01796011109043768,0.001057547934877528,0.25912145849975143,0.21103842730767455,0.46547294240316384,-0.2544345150954893,U,ICA1
chr8:142680000-142683001,-0.017554462888138216,0.017554462888138216,0.0009924927311251329,0.2537188645356603,0.4868697389515625,0.26914469453125,0.21772504442031249,M,PSCA
chr22:32354201-32355001,0.017434939229401106,0.017434939229401106,0.0009967730019885884,0.2521269980030373,0.5130218211161617,0.31570095405555554,0.19732086706060614,M,RFPL3
chr10:13586401-13588601,-0.016679853314570666,0.016679853314570666,0.0008983274490800779,0.24207044510151202,0.6347872708839409,0.5759715714984943,0.05881569938544662,M,PRPF18
chr22:38466800-38469401,0.015312282192411734,0.015312282192411734,0.0007607324634926451,0.2238565557063192,0.8137399368700495,0.4985002806607143,0.31523965620933525,M,KDELR3
chr6:89348800-89353801,-0.015005759417443624,0.015005759417443624,0.0007431555120028912,0.21977415601981287,0.16479385048428014,0.1701677562873567,-0.005373905803076562,U,UBE2J1
chr1:212789600-212793401,0.013039741020213462,0.013039741020213462,0.000548231588697005,0.19358989323753484,0.7032359120743273,0.5628920144778886,0.14034389759643873,M,BATF3
chrX:101549800-101552600,0.0126248793153754,0.0126248793153754,0.0005225910745566476,0.18806458995802947,0.24329426968854156,0.4445158294605262,-0.20122155977198464,U,ARMCX1
chr1:226729200-226740601,-0.012415589508637803,0.012415589508637803,0.0004975286101825142,0.1852771799800811,0.5713488640091119,0.47721931879349155,0.09412954521562034,M,ITPKB
chr19:18097400-18099601,0.011518279651307582,0.011518279651307582,0.0004294960854883718,0.17332642858601247,0.1981900185131987,0.32086472907018027,-0.12267471055698156,U,MAST3
chr7:143378000-143386801,-0.01134821354532938,0.01134821354532938,0.000422257294351952,0.17106141640933817,0.45462223782576616,0.588067385849933,-0.13344514802416685,U,ZYX
chrX:6224400-6229600,0.011030471869786212,0.011030471869786212,0.00038627003753861477,0.16682959866997973,0.34977213983333333,0.7294108032583334,-0.3796386634250001,U,NLGN4X
chr20:31715800-31724601,-0.010310314574178362,0.010310314574178362,0.0003626906906789768,0.15723823986106059,0.37018231963681136,0.438483533395283,-0.06830121375847165,U,BCL2L1
chr4:105551800-105554600,-0.010288937724592528,0.010288937724592528,0.0003437935477763145,0.1569535339560694,0.7338216139833332,0.34212239866666666,0.39169921531666657,M,ARHGEF38
chr15:43104000-43107201,0.01012780869220366,0.01012780869220366,0.00032656394310705874,0.15480754949739478,0.0161132815,0.15909830543541664,-0.14298502393541665,U,UBR1
chr9:34664200-34667001,0.00965984833958069,0.00965984833958069,0.0002884581370911456,0.1485750560161383,0.7054166661268518,0.5912458789986257,0.11417078712822615,M,CCL27
chr5:55159600-55162201,0.009416358649310154,0.009416358649310154,0.0002830050081543078,0.14533215755506512,0.3302530373582565,0.4952964831342349,-0.1650434457759784,U,GPX8
chr6:32150000-32156000,-0.009016502671556714,0.009016502671556714,0.0002592700397689825,0.14000670688211544,0.46939659347046897,0.32330328425240945,0.14609330921805952,M,PRRT1
chr20:63252600-63255201,-0.008702270476573891,0.008702270476573891,0.00025103144478260395,0.13582162988605365,0.4196177791218128,0.1978390864064783,0.2217786927153345,M,NKAIN4
chr9:98117400-98120001,0.008474031523300575,0.008474031523300575,0.00022043519798095303,0.13278184717695982,0.9641113315000001,0.543359375,0.4207519565000001,M,TRIM14
chr18:49811000-49815201,0.00794670147364171,0.00794670147364171,0.00019452003881578408,0.1257586430132996,0.25796477627317194,0.372185116887621,-0.11422034061444908,U,ACAA2
chr9:136655200-136671201,-0.007892143926643773,0.007892143926643773,0.00019816548720538913,0.12503202257609358,0.4317260559009741,0.22887856371866094,0.20284749218231318,M,EGFL7
chr9:97937200-97938201,0.0010217841628602513,0.007632431140745558,5.829909544924786e-05,0.12157305808041176,0.0,0.018554688,-0.018554688,U,HEMGN
chr14:105166600-105169401,0.001018848884674144,0.007616448311071462,5.804508877611498e-05,0.12136019200917839,0.24352061542908415,0.39125069286631464,-0.1477300774372305,U,JAG2
chr1:115336800-115338801,0.007605014617035523,0.007605014617035523,0.00017492306888565055,0.12120791324635959,0.0453206386145833,0.6679687500833333,-0.6226481114687501,U,NGF
chr9:111034600-111040400,0.007554970555139593,0.007554970555139593,0.0001806011364796724,0.12054140530868124,0.22440049932685185,0.5909534767045455,-0.3665529773776936,U,LPAR1
chr2:171893000-171895201,0.007487557868959585,0.007487557868959585,0.00017216891923654135,0.11964357470227215,0.1098795570472222,0.1442522315,-0.03437267445277779,U,SLC25A12
chr12:92131000-92148601,-0.007081076870383606,0.007081076870383606,0.00015202674440629592,0.11422988920588449,0.28139667098359145,0.23718941941654154,0.04420725156704991,M,BTG1
chr12:4537000-4541001,0.0004797353852549803,0.007050357775167122,4.975662708200055e-05,0.1138207593306425,0.361897788,0.03125000056249995,0.33064778743750006,M,C12orf4
chr9:107282000-107287201,-0.007037079217809038,0.007037079217809038,0.00016285366704673566,0.11364390989946552,0.21644444802016674,0.22979162520494106,-0.013347177184774323,U,RAD23B
chr19:19211601-19212601,-0.00701210614346485,0.00701210614346485,0.00015363684077529673,0.11331130795533781,0.2881181610750727,0.17069056209115085,0.11742759898392185,M,NCAN
