segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,gene_symbol
chr20:17613678-17682295,-0.6141107021233096,0.6141107021233096,1.1337366975099041,38.43110694020204,0.7886254285731676,0.8236182066127484,-0.034992778039580785,U,RRBP1
chr6:112616703-112617880,0.08940709922181958,0.08940709922181958,0.024405950078218892,5.575247211595313,0.9956054700000001,0.5203857436666666,0.47521972633333354,M,PA2G4P5
chr1:208606564-208614295,0.07350985244312186,0.07350985244312186,0.016569248403621055,4.579794336212638,0.9940388956249999,0.6344344505300925,0.3596044450949074,M,LINC01735
chr19:40069152-40090943,-0.040493650496318166,0.040493650496318166,0.005051980910250745,2.5123877204833485,0.906781609159206,0.9532214925929169,-0.04643988343371086,U,ZNF780A
chr22:28883572-29057488,-0.03584638800889314,0.03584638800889314,0.00397044365066869,2.2213857079861725,0.8485644381674458,0.8659437243502862,-0.01737928618284046,U,ZNRF3
chr4:123396795-123403760,0.03338193979139301,0.03338193979139301,0.0035456461674170927,2.0670670326524316,0.15707967878288737,0.2941175810094212,-0.13703790222653384,U,SPRY1
chr12:65851340-65882167,0.026668419745421335,0.026668419745421335,0.0022431236015170598,1.6466802243746026,0.23140801372236686,0.565062346075868,-0.33365433235350117,U,HMGA2
chr7:142855061-142871094,0.02572954448965448,0.02572954448965448,0.0021237757998711754,1.5878897881444038,0.3764119466381629,0.5752538571123945,-0.1988419104742316,U,EPHB6
chr2:181887851-181891663,-0.02347440030285992,0.02347440030285992,0.0017291118564891816,1.4466773004477724,0.9147473605844156,0.991155133,-0.07640777241558439,U,ITPRID2-DT
chr2:70900576-70965373,0.021693182555413557,0.021693182555413557,0.001517977500292632,1.3351411110018043,0.844849848335822,0.648023573184838,0.19682627515098394,M,VAX2
chr5:141051374-141059346,0.02100440567350355,0.02100440567350355,0.0013989251684094546,1.2920113202185857,0.9912109333333332,0.4712456593611112,0.519965273972222,M,PCDHB1
chr22:24417879-24442357,-0.017144682489792746,0.017144682489792746,0.0009299429341025771,1.050323398096461,0.8880349998474191,0.8620565853086207,0.025978414538798345,M,SPECC1L-ADORA2A
chrX:30215563-30220089,-0.01449142911000616,0.01449142911000616,0.0006921619361873971,0.8841821320775838,0.452148435,0.9970703,-0.544921865,U,MAGEB2
chr3:71753855-71756496,0.014226899165902068,0.014226899165902068,0.0006540056099539906,0.8676178114031324,0.5557028254598662,0.6735037179491579,-0.11780089248929171,U,EIF4E3
chr8:119165034-119245673,0.014143054433985837,0.014143054433985837,0.0006423734483568446,0.8623676268501983,0.23697451681884915,0.6311881503351064,-0.39421363351625727,U,MAL2
chr8:8317736-8386439,-0.013617671480026513,0.013617671480026513,0.0005869144114608156,0.8294692275565129,0.7797098813745529,0.8923058529129144,-0.11259597153836154,U,PRAG1
chr6:125986479-126203817,-0.013493389864295624,0.013493389864295624,0.0005762303045350812,0.821686968561685,0.8913574157586077,0.9169893578234181,-0.025631942064810342,U,TRMT11
